,index,song,year,artist,genre,lyrics,numWords,polarity,subjectivity
624,112690,Murder The Disturbed,1982,Circle Jerks,Rock,"Really queer me sitting here
You seem so sincere
Your daughter flips the burgers
As you reach for a second beer
Mom says grace,she's learned her place
The cruelest years are on her face
Two car garage, a master charge
Her tits aren't firm,at least they're large
Murder the disturbed
And all those perturbed
Kill the democrats
Support tuition tax
You served a meal,you spoke with zeal
You think you've still sex appeal
Your daughter serves desert
As you enact your biggest deal
Success has shown a second home
The kids are cute,how they've grown
One is dead,one's on reds
She goes to school,she's too well fed
Murder the disturbed
And all those perturbed
Kill the democrats
Reinstate the draft
Murder the disturbed",123,0.13061224489795917,0.21836734693877552
625,230388,Nightlife Please Send Me Someone To Love,1982,B B King,Rock,"When the evening, the evening sun goes down
You gonna find me somewhere hanging around
The night life, people, it ain't no good life
But it's my life, yeah
All the people just like you and me
Everybody's dreaming
Dreaming about their old used to be
The night life, hey, it ain't no good life, people
Oh but it's my life
Yes listen to the blues, people
Listen to what they're saying
Yes listen to the blues, people
Listen to the way they're playing
Heaven please send to all mankind
Understanding and peace of mind
If it's not asking too much
Please send me someone to love, someone to love
Show the world, show them how to get along
Peace will enter when hate is gone
If it's not asking too much
Please send me someone to love
Please send me someone to love
Nights I lay awake and ponder world's troubles
And my answer is always the same
Unless man put an end to this damnable sin
Hate will put the world in a flame, what a shame
Just because I'm, because I'm in misery
Oh I don't beg, I don't beg for no sympathy
But if it's not asking too much
Please send me someone to love, yeah
Oh the night life, people it ain't no good life
But it's my life, yeah
So please, please, please, please, please, please
Please send me someone to love
Someone to love",241,0.07746913580246913,0.5007716049382716
626,334249,My Mind Is Trying To Leave Me,1982,Albert Collins,Rock,"I went to breakfast this mo'nin, down to the corner bar
I thought I heard my baby call my name, an' it came from so far
I started runnin' an' answerin', like a crazy fool would do
Aha, ya' see, my woman gone away an' left me
An' now my mind is tryin' to leave me too
Now my friend stepped out the bar
An' stopped me an' offered me a drink
I went in an' had a double
An' I began to think about my baby
Aha, like a crazy fool would do
You see, my woman gone away an' left me
An' now my mind is tryin' to leave me too
Oh!
Ha-ah, I went into the barber shop an' ordered ham an' eggs
An' each barber gave me fifty cent
They thought I was tryin' to beg
An' I started cryin' like a baby (like a baby, ha)
Like any fool would do
You see my woman gone away an' left me
An' now my mind is tryin' to leave me too",175,-0.15694444444444444,0.3861111111111111
627,24500,Voodoo,1982,Black Sabbath,Rock,"Say you don't know me, you'll burn
You can refuse, but you'll lose, it's by me
Say you don't want me, you'll learn
Nothin you do will be new, 'cause I'm through
Call me a liar, you knew
You were a fool, but that's cool, it's all right
Call me the Devil, it's true
Some can't accept but I crept inside you
So if a stranger calls you
Don't let him whisper his name
'Cause it's Voodoo, oh!
Fade into shadow, you'll burn
Your fortune is free, I can see it's no good
Never look back, never turn
It's a question of time 'till your mine and you learn
So if a stranger sees you
Don't look in his eyes
'Cause he's Voodoo!
Say you don't know me, you'll burn
You can refuse, but you'll lose, it's by me
Say you don't want me, you'll learn
Nothin you do will be new, 'cause I'm through
Voodoo!
Bring me your children, they'll burn!
Never look back, never turn!
Cry me a river, you'll learn Voodoo!!",174,0.16362734487734484,0.4605339105339106
628,290159,Streets Of London,1982,Anti Nowhere League,Rock,"Well did you see the old man
Outside the seamen's mission
Never is a fading with the medals that he wears
And did you see the old man
Outside the seamen's mission
He's just another hero from a land that doesn't care
So how can you tell me you're lonely
And don't you say to me your sun don't shine
And have you seen the old girl
Who walks the Streets Of London
She ain't got no money and she's all dressed in rags
And have you seen the old girl
Who walks the Streets Of London
She carries her old knickers in two polythene bags
So how can you tell me you're lonely
And don't you say to me your sun don't shine
Well let me take you by the hand
And lead you through your Streets Of London
I'll show you something you'll never understand
Well let me take you by the hand
And drag you through your Streets Of London
I'll show you sonething that'll make you really sick
Well let me take you by the hand
And lead you through your Streets Of London
I'll show you something we'll never understand
Well let me take you by the hand
And drag you through your Streets Of London
I'll show you sonething that'll make you really sick",220,-0.1021978021978022,0.3350732600732601
629,235398,Concierto Para Ellos,1982,Baron Rojo,Rock,"[J. L. Campuzano-C. Corts-Armando de C]
Otra vez aqu, sintonzanos
ven y enrllate, dice un locutor.
Y en la noche suena el Heavy Rock.
Despus de un caf, vuelves a fumar
luego AC/DC tocarn las campanas negras
del infierno.
En cada concierto de Rock & Roll.
Las campanas doblan por Bon Scott
pos Janis, Lennon, Allman, Hendrix,
Bolan, Bonhan, Brian y Moon.
pos Janis, Lennon, Allman, Hendrix,
Bolan, Bonhan, Brian y Moon.
Oyes el rumor de un oscuro mar
Duerme alrededor, la ciudad.
Las sirenas, lloran, cudate
no te dejes atrapar.
Pides escuchar tal cual cancin
Whitesnake o Rainbow,
siempre Rock
las guitarras hablan para ti.
En cada concierto de Rock & Roll.
Las campanas doblan por Bon Scott
pos Janis, Lennon, Allman, Hendrix,
Bolan, Bonhan, Brian y Moon.
pos Janis, Lennon, Allman, Hendrix,
Bolan, Bonhan, Brian y Moon.",139,-0.2,0.5
630,281851,4 Ever 2 Gether,1982,Abc,Pop,"Speak no
Evil
You can`t tell me, how to run my life
You can`t tell me, drugs you`re using
You`re talking loud, and saying nothing
Walking proud, and going nowhere fast
You know
If you could tell me, how to find belief
If you told me, I`d believe you
Speak no evil, hear no evil
See no evil, I`ll close my eyes
You know, love grows
Forever together, 4 years 2 come
4 love 2 strong, 4 us 2 part
Forever together, 4 years 2 come
4 love 2 strong, 4 us 2 part
I stuck a marriage proposal
In the waste disposal
If that`s the trash aesthetic,
I`d suggest that we forget it
Your 12 disciples might kiss and tell, but
You can tell me much more than they can,
Right now
A mathematical equation
Won`t describe my liaison
The stars in the sky might try persuading
But you can tell me, I won`t hear you
You can`t tell me, I gave up the listening
Years ago
Forever together, 4 years 2 come
4 love 2 strong, 4 us 2 part
Forever together, 4 years 2 come
4 love 2 strong, 4 us 2 part
So you`re broken heart, here, take it to the mender
I got something on the agenda
Speak. No
Evil
Forever together, 4 years 2 come
4 love 2 strong, 4 us 2 part
For when two hearts but strong and sweet
One promise I can never meet
Forgive and forget, for goodness sake
For love this strong, might make or break
Forever together, 4 years 2 come
4 love 2 strong, 4 us 2 part
Two`s a party, three`s a crowd
I`m surprised what get`s allowed
Three coins inside the fountain
You saw Mohammed move the mountain
Speak no evil",296,0.38132440476190477,0.6891369047619047
631,112681,Put A Little Love In Your Heart,1982,Circle Jerks,Rock,"Think of your fellow man, lend him a helping hand
Put a little love in your heart
You see, it's getting late, oh, please don't hesitate
Put a little love in your heart
And the world will be a better place
And the world will be a better place for you and me
You just wait and see
Another day goes by, and still the children cry
Put a little love in your heart
If you want the world to know, we won't let hatred grow
Put a little love in your heart
And the world will be a better place
And the world will be a better place for you and me
You just wait and see. Wait and see",121,0.22692307692307695,0.5384615384615384
632,337488,Daily News,1982,Exploited,Rock,"Mother england dressed in her dress
Tell your kids
What a bloody mess
Come politicians
Buttons on their breast
New at ten
Go with labour
Daily news daily news we gotta find out
Daily news daily news wanna buy
Maggie thatcher prices on her dress
Just can't escape from
And election vest
He's got a chance
So he had to point a gun
He had a bit of pressure
You wouldn't get no parole
Daily news daily news we gotta find out
Daily news daily news wanna buy
I never touch the star
Thats for others,the star
I know maggie thatchers in her dress
Telling the civilians
What a fucking mess
One disaster
He did it for free
They're just a bunch of arseholes
They're all a sham
Daily news daily news we gotta find out
Daily news daily news wanna buy
Records in my house
Going up in smoke
Records are destroyed
What a fucking joke
Records end up
Mucking up your life
Russian soldiers, thekgb
Daily news daily news we gotta find out
Daily news daily news wanna buy
Still 12 deaths
Extra extra read all about it",190,-0.05235690235690235,0.1409090909090909
633,354494,Save A Prayer,1982,Duran Duran,Rock,"You saw me standing by the wall corner of a main street
And the lights are flashing on your window sill
All alone ain't much fun so you're looking for the thrill
And you know just what it takes and where to go
Don't save a prayer for me now
Save it til the morning after
No don't say a prayer for me now
Save it til the morning after
Feel the breeze deep on the inside look you down into the well
If you can you'll see the world in all his fire
Take a chance like all dreamers can't find another way
You don't have to dream it all, just live a day
Don't say a prayer for me now
Save it 'til the morning after
No don't say a prayer for me now
Save it 'til the morning after
Save it 'til the morning after
Save it 'til the morning after
Pretty looking road I try to hold the rising floods that fill my skin
Don't ask me why I'll keep my promise melt the ice
And you wanted to dance so I asked you to dance
But fear is in your soul
Some people call it a one night stand but we can call it paradise
Don't say a prayer for me now
Save it til the morning after
No don't say a prayer for me now
Save it 'til the morning after
Save it 'til the morning after
Save it 'til the morning after
Save it 'til the morning after
Save it 'til the morning after (doo doo doo doo doo doo doo doo doo)
Save a prayer 'til the morning after
Save a prayer 'til the morning after
Save a prayer 'til the morning after
Save a prayer 'til the morning after
Save a prayer 'til the morning after
Save a prayer 'til the morning after",312,0.11624579124579125,0.4537037037037037
634,219002,Without You,1982,Asia,Rock,"The door swings open but you won't go in
You hate the movie that you've never seen
You could have seen what I have in mind
I see you laughing but you're cutting it,
Cutting it fine
You never should have done those things to me
There's one thread left 'tween you and history
And while my temperature is rising high
I warn you now that you are cutting it
Cutting it fine
Cutting it, cutting it fine
Cutting it fine
Cutting it fine
Cutting it fine
You gambled all on one important game
But you take your debts then don't complain
The game was up, I saw it all the time
Some advice, girl, you're cutting it
Cutting it fine
Your sole advisor always was yourself
Never listened to no one else
You are the one who ignored the signs
Dancing on a fine line, cutting it fine
Cutting it, cutting it fine
Cutting it fine
Cutting it fine
Cutting it fine",163,-0.15324561403508763,0.6786842105263156
635,334250,Quicksand,1982,Albert Collins,Rock,"They tell me love is like quicksand, can't stop when you're sinkin' down
Tell me love is like quicksand, you can't stop when you're sinkin' down
My gal lead me down to the suction and I know I just can't turn around
She's a hardheaded woman, an' she always treat me wrong
She's a hardheaded woman, an' she always treat me wrong
She treat me so bad, that's when she make me weep an' moan
Hey!
She's a hardheaded woman, she always treat me wrong
I'm sick an' down baby, 'cause you always treat me wrong
My handle raised for help, won't you listen to me weep an' moan
Hey!",110,-0.27804232804232804,0.6232804232804233
636,151169,Accident,1982,Channel 3,R&B,"I saw you outside, why'd you have to follow me
You wanted free ride, I just pretended not to see
There was a light rain, I didn't think it was that cruel
I didn't stop then, it's only two blocks to the school
Steel wrapped around the pole
Hot blood streams on cold cement
Burnt flesh in the air
Don't blame me for this accident
I felt a sharp flash from the corner of my eye
I turned my head then I had the feeling something died
Steel wrapped around the pole
Hot blood streams on cold cement
Burnt flesh in the air
Don't blame me for this accident
I would've know then, death was so near that day
I would've stopped then, perhaps it's too late to say
I could've loved you, I sat by you in history
This life is so short, now you're just a memory
Steel wrapped around the pole
Hot blood streams on cold cement
Burnt flesh in the air
Don't blame me for this accident
And now you're just a memory",177,-0.05468749999999999,0.7468750000000001
637,290161,World War Iii,1982,Anti Nowhere League,Rock,"Well we heard these stories yesterday
And now we want to never play
All the things looked better then
Well that's what   meant for me
Your history means nothing now
It never meant much anyhow
All your crying is in pain
You're gonna die in screaming pain
Pain
Pain
Pain
Well let's roll on World War III
We'll burn in the rubbish of society
Roll on World War III
You're gonna burn with me
The stories heard when you were small
Words will mean this most of all
All you do is criticise
About your feather in your eyes
Well don't you know that your kids
Your kids grow up and never be
All your crying is in pain
You're gonna die in screaming pain
Pain
Pain
Pain
Well let's roll on World War III
We'll burn in the rubbish of society
Roll on World War III
You're gonna burn with me
So we told these stories yesterday
And now we want to never play
All the things were better then
Well that's all right  
Well don't you know that your kids
Your kids grow up and never be
All you   time will tell
I'll see you bastards all in hell
Well let's roll on World War III
We'll burn the scum of society
Roll on World War III
You're gonna burn with me
Burn
Rubbish
Burn
Rubbish
Burn
Burn
Burn
Burn",232,0.07232142857142856,0.4923214285714286
638,112692,Trapped,1982,Circle Jerks,Rock,"Trapped, I'm trapped
Trapped, I'm trapped
Trapped, I'm trapped
Trapped, I'm trapped
What did I do to deserve this
I've painted myself into a corner
What did I do to deserve this
Painted myself into a corner
No windows,doors or a ladder
Trapped, I'm trapped
Trapped, I'm trapped
What did I do to deserve this
Running down a black alley way
What did I do to deserve this
Trash cans,chain link fence line the way
I'm trapped
I'm trapped
Trapped, I'm trapped
Trapped, I'm trapped
What did I do to deserve this
Dug a hole and there's nowhere to go
What did I do to deserve this
Mental rut,I'm going nuts!
Trapped, I'm trapped
Trapped, I'm trapped",117,-0.19388888888888892,0.03688888888888889
639,230385,Love Me Tender,1982,B B King,Rock,"I don't call you up on the phone
And I don't comfort you when you're alone
I'm a liar and a cheat
And it seems beyond belief
Why do you love me when you know I don't care
I don't care
Your friends say you are a fool
That you should leave a man so cruel
Well they know what I am
I'll take all that I can
Why do you love me when you know I don't care
I don't care
Well, don't you read between the lines
There's nothin' written there
In this cold heart of mine
There's no feelin' anywhere
Don't bother lookin' to these tired wasted eyes
There's nothin' there to see that cannot be denied
Your friends say you are a fool
That you should leave a man so cruel
Well they know what I am
I'll take all that I can
Why do you love me when you know I don't care
I don't care
Well, don't you read between the lines
There's nothin' written there
In this cold heart of mine
There's no feelin' anywhere
Don't bother lookin' to these tired wasted eyes
There's nothin' there to see that cannot be denied
I don't call you up on the phone
And I don't comfort you when you're alone
I'm a liar and a cheat
And it seems beyond belief
Why do you love me when you know I don't care
I don't care",240,-0.20000000000000004,0.65
640,45016,Doubt,1982,The Call,Rock,"You doubt if there's a heaven
You doubt if there's a hell
You doubt if you'll remember
All the stories they would tell
It's a terrible feeling
Living and dealing with doubt
You've doubted your existence
You doubt if there's a truth
Your plan starts to crumble
But you cannot stand to lose
You're back where you started from
Covering yourself in doubt
You doubted your mother
And you doubted your dad
You doubted your sisters
And any brothers you had
It's a bad situation
Living and loving with doubt
Well, you doubted the beginning
And I'm sure you doubt the end
You doubted your teachers
You doubt all your friends
It's an overwhelming sensation
Confrontation with doubt
I don't know why I started
I don't know if I'll finish
I wonder why I try at all
Sometimes I wonder why I try at all
Doubt can make a strong man
Weaken under stress
And doubt can make a weak man
Totally worthless
God, it's a pity
Doubt
You stage your finale
With meticulous care
Your view is consistent
And then out of nowhere
Your vision is clouded
You face competition with doubt",193,-0.06287878787878785,0.6558080808080807
641,358662,Attack,1982,Blitz,Rock,"Make no mistakes when you turn on the heat
You win or die taking on the elite
Uh huh
Uh huh
You may fall but there's no going back
There's no retreat from this attack
Uh huh
Alright
Freedom to fight
Your freedom to choose
This time we just fucking lose
Alright
Freedom to win
Your freedom to lose
We want the right, the right to choose
We want the right, the right to choose
We want the right, the right to lose
We want the right, the right to choose
We want the right, the right to lose
Uh huh
Uh huh",103,0.27551020408163257,0.49693877551020404
642,354047,Anywhere You Run To,1982,Diana Ross,Pop,"Who will be the one you run to
Whenever it's dark and cold outside
And where will you go
When you need a place to hide
Baby, did you know that I'd loved you still
But I won't relax
Until you're back in my arms
Can't you see that my love is real
Darling, anywhere you run to
I will be right behind you
And you know I'll find you
Anywhere you run to
I will be right behind you
'Cause I must remind you
I would sail a boat across the sea
I would fly a plane to wherever you may be
Think you should know
That my love can only grow
But if it's the last thing that I'll ever do
I swear that I'll make it back to you
Before you leave
There's one thing that you must believe
Darling, anywhere you run to
I will be right behind you
And you know I'll find you
Anywhere you run to
I will be right behind you
'Cause I must remind you
I would sail a boat across the sea
I would fly a plane to wherever you may be
Think you should know
That my love can only grow
But if it's the last thing that I'll ever do
I swear that I'll make it back to you
Before you leave
There's one thing that you must believe
Darling, anywhere you run to
I will be right behind you
And you know I'll find you
Anywhere you run to
I will be right behind you
'Cause I must remind you
Anywhere you run to
I will be right behind you
And you know I'll find you
Anywhere you run to
I will be right behind you
'Cause I must remind you
Anywhere you run to
I will be right behind you
And you know I'll find you",310,0.06346938775510202,0.5544217687074829
643,354050,Still In Love,1982,Diana Ross,Pop,"(randy handley)
Because I saw your face
A photograph I had misplaced
Now I'm stuck remembering
What can not be replaced
'cause I spoke your name
I felt a sudden chill
'cause I dream of you
I know I always will
I'm still in love
I can't let go
My heart's made up it's mind
A long, long time ago
I'm still in love
I haven't changed
After all I'm still in love
'cause you were my friend
When no one seemed to care
Now I'm stuck remembering
Oh, I do wish that you were here
'cause you knew my mind
Life will come apart
Because you showed me
I could make another start
I'm still in love
I haven't changed
After all I'm still in love
If there comes a time
And if you finally feel the way I do
Don't be afraid to call me
And tell me
I'm still in love
I can't let go
My heart's made up it's mind
Long, long time ago
I'm still in love
I will never change
After all I'm still in love",182,0.18750000000000003,0.5625
644,328510,Ball And Chain,1982,Elton John,Rock,"I got a ball and chain hanging around my heart
You were the one to blame for tearing my world apart
I got a heart so true, you got a heart of ice
A little more love from you, it could have been paradise
I got a ball and chain hanging around my heart
And if it's all the same maybe we should part
And I'm singing do do do
I'm singing do do do
You had to tie me down inside a cage of doubt
I'm sick of being kicked around so this is where I get out
Oh oui baby you tried to hold me but you were slowly
Driving me insane
Oh oui baby
I got a ball and chain hanging around my heart
You were the one to blame for tearing my world apart
I got a heart so true, you got a heart of ice
A little more love from you, it could have been paradise
I couldn't take your pain, you couldn't take my love
So I'm gonna quit this game 'cause baby I've had enough",182,0.01594742063492062,0.5419394841269841
645,354048,Love S Lies,1982,Diana Ross,Pop,"Whenever I touch you lately, you seem to pull away
Okay, maybe I'm trying too hard to hang on
But whenever I hold you, you never look into my eyes, surprised
I guess I was fooling myself all along
Love lies 'cause it doesn't last forever
Love lies, it makes you feel so clever
You give and it just takes
And leaves your heart to ache, love lies
Whenever I kiss you, you never want to lose control, so cold
It's taken so long to find out
But now I see that we can't even talk now
How your love always turned me on
They're gone, this isn't how I thought love is gonna be
Love lies 'cause it doesn't last forever
Love lies though it makes you feel so clever
You can give and it just takes
And leaves your heart to ache, love lies",146,0.2050925925925926,0.5856481481481481
646,354043,So Close,1982,Diana Ross,Pop,"(diana ross/bill wray/bob mounsey)
So close
When I look into your eyes
So close
I feel I'm hypnotized
I wanna stay here
For the rest of my life
So close
When you smile at me that way
So close
It takes my breathe away
I love you more
With every beat of my heart
Ooh, I remember the night we met
I knew I'd never, ever be the same
Ooh, I remember the night you said you loved me
In and instant my whole world changed
So close (closer and closer)
Feel your body next to mine
So close (closer and closer)
(closer and closer and closer)
I'll lose a sense of time
I wanna stay here for the rest of my life
I wanna stay here for the rest of my life
Ooh, I remember the night we met
I knew I never ever be the same
Ooh, I remember the first time you said you loved me
I love you darling
In an instant my whole world changed
So close (closer and closer)
Being here with you
So close
And there's nothing I'd rather do
Than make you stay here
And I'll keep you always so close
Closer and closer
Come on closer to me boy",208,0.275,0.43690476190476196
647,354497,Lonely In Your Nightmare,1982,Duran Duran,Rock,"Even on the darkest night when empty promise means empty hand
And soldiers coming home like shadows turning red
When the lights of hope are fading quickly then look to me
I'll be your homing angel, I'll be in your head
Because you're lonely in your nightmare let me in
And there's heat beneath your winter let me in
I see the delta traces living lonely out on the limb
And a passing glimmer warm beneath your skin
Please tread gently on the ground when all around you earth
Turns to fire
Only get a second chance when danger's on the wind
Because you're lonely in your nightmare let me in
Because there's heat beneath your winter let me in
Must be lucky weather when you find the kind of wind that you need
C'mon show me all the light and shade that made your name
I know you've got it in your head, I've seen that look before
You've built your refuge turns you captive all the same
Because you're lonely in your nightmare let me in
And it's barren in your garden let me in
Because there's heat beneath your winter let me in
Because you're so lonely in your nightmare let me in
And it's cold out on your stone range let me in
Because there's heat beneath your winter let me in
Do, do-do, do do do do
Do, do-do, do do do do",238,0.07192982456140351,0.6083333333333333
648,235397,Los Rockeros Van Al Infierno,1982,Baron Rojo,Rock,"[J. L. Campuzano-C. Corts]
Se oye comentar a las gentes del lugar.
Los rockeros no son buenos.
Si no te portas bien
te echars pronto a perder.
Y caers en el infierno.
Si has de vivir en el valle de Rock.
Te alcanzar la maldicin.
Nunca tendrs reputacin
Qu ms da
Mi rollo es el Rock
Vas sin afeitar, dice el ""sheriff"" del lugar.
Y adems con ""tas"" buenas.
dicen que fumar es pecado y es mortal.
y al infierno me condenan.
Si he de escoger entre ellos y el Rock
elegir mi perdicin.
S que al final tendr razn.
Y ellos no.
Mi rollo es el Rock.
Qu risa me da esa falsa humanidad.
de los que se dicen buenos.
No perdonarn mi pecado original
de ser joven y rockero.
Si he de escoger entre ellos y el Rock
elegir mi perdicin.
S que al final tendr razn.
Y ellos no.
Mi rollo es el Rock.",157,0.125,0.9166666666666666
649,24499,The Mob Rules,1982,Black Sabbath,Rock,"Close the city and tell the people that something's coming to call
Death and darkness are rushing forward to take a bite from the wall, oh
You've nothing to say
They're breaking away
If you listen to fools
The Mob Rules
The Mob Rules
Kill the spirit and you'll be blinded, the end is always the same
Play with fire, you burn your fingers and lose your hold of the flame, oh
It's over, it's done
The end is begun
If you listen to fools
The Mob Rules
You've nothing to say
Oh, they're breaking away
If you listen to fools
Break the circle and stop the movement, the wheel is thrown to the ground
Just remember it might start rolling and take you right back around
You're all fools!
The Mob Rules!",133,0.09523809523809523,0.22023809523809523
650,337525,False Hopes,1983,Exploited,Rock,"They're out to kill the working class
That means you and me
Maggie knows she can go and stuff
Her non working politics
False hopes, job creations
False hopes, job creations
False hopes, job creations
Affecting you and me
False hopes like job creations
Are there to keep you down
Straws in the wind for the working man
Create nowt but misery
False hopes, job creations
False hopes, job creations
False hopes, job creations
Affecting you and me
Columns of the living dead
No voices to hear their plight
Stumble on aimlessly every day
To a perpetual night
False hopes, job creations
False hopes, job creations
False hopes, job creations
Affecting you and me
The working man is dying
Now robots take his place
And soon it will be your turn
To be redundant from the human race",138,-0.30703703703703705,0.4725925925925925
651,178503,I Will Be Here For You Nitakungodea Milele,1983,Al Jarreau,Jazz,"Nitakungodea Milele
Nitakungodea Milele
These are the words I say when I want you near to me
From that place deep in my heart you will see
I am never far away when you turn to every place
When you reach out for my love I'll be there , yeaaah
I will be here for you, baby
I will be here for you when you're fallin'
I will be here for you, baby let me love you
When the world's too hard to bear and you need a helping hand
I'll be there, the one to help you understand
If you wander far away Zambia or Monterey
I'll be there the one to wash your tears away ay - ay - ay
I will be here for you, baby
I will be here for you when you're fallin'
I will be here for you, baby let me love you
I will be here for you, baby let me love you
Nitakungodea Milele
Nitakungodea Milele
I will be here for you, baby
I will be here for you when you're fallin'
I will be here for you, baby let me love you
I will be here for you, baby
I will be here for you when you're fallin'
I will be here for you, baby let me love you",218,0.25984848484848483,0.6310606060606059
652,84996,I M In Love Again,1983,The Animals,Rock,"Yes it means I'm in love again
Had no lovin' since you know when
You know I love you, yes I do
And I'm savin' all my lovin' just for you
Need your lovin' and I need it bad
Just like a dog when he's goin' mad
Hoo-ee baby hoo-ee
Baby won't you give your love to me
Eeny meeny miney mo
Told me you didn't want me 'round no more
Hoo-ee baby hoo-ee
Baby don't you let your dog bite me
Yes it's me and I'm in love again
Had no lovin' since you know when
You know I love you, yes I do
And I'm savin' all my lovin' just for you
Need your lovin' and I need it bad
Just thinkin' of you makes me feel so glad
Hoo-ee baby hoo-ee
Baby won't you give your love to me
Eeny meeny miney mo
You know it's you that I love so
Hoo-ee baby hoo-ee",157,0.11730769230769234,0.6487179487179487
653,85002,Club A Gogo,1983,The Animals,Rock,"My baby found new place to go
Hangs around town at the Club-A-Gogo
Takes all my money for the picture show
But I know she spends it at the club-A-Gogo
Let's go, baby, let's go, I love you, come on, yeah
It's one of the coolest spots in town
You take too much though it's bound to get you down
She's got a boyfriend they call Big Joe
He's a big shot at the club-A-Gogo
Baby, come on, let's go, let's go baby, yeah
Now they play the blues there every day and every night
Everybody, monkeys, and they feel alright
Ask my friend Meyer he'll tell you so
That there ain't no place like the club-A-Gogo
Let's go babe, ah, let's go, come on,
It's alright, it's alright, it's alright, yeah
I guess I can't blame her for goin' up there though
The place is full of soul, heart and soul, baby
It's alright, dad, John Lee Hooker, Jerome Green
Rolling Stones, Memphis Slim up there
Jimmy Reed too, baby, Sonny Boy Williamson, baby",175,0.10385101010101011,0.32417929292929293
654,85435,Back On Board,1983,Aztec Camera,Pop,"Heard it said, it's a stupid thing, everything that I follow through
Never got to our God, you see; abandoned with the taste of the new
And every time that whistle blows I'm stranded in my shoes
[Chorus:]
Get me back on board, pull me up with grace
Get me back on board, let me be embraced
'Cause even after all those words I want you for my own
Touch me when the sun comes up and tell me that we're home
We'll take a train to the graves again
That we can learn the value of life
Kick the snow with our shoe-heels; shivers give me a smile in the night
Hey, honest to goodness, girl
I'd kiss you with the lips of the Lord
But to be honest to goodness, I feel I have to wait for the word
And every time that whistle blows, I'm stranded in my shoes
[Chorus]
'Cause I'm always, always trying to be the archetypal free
The strangest something went to sleep, I buckled at the knees
So here we go, digging through those dustbins, giving things new names
[Chorus]",187,0.22479338842975205,0.6008264462809918
655,84998,Gonna Send You Back To Walker,1983,The Animals,Rock,"You had nothin' when I met you, baby
But look what you got now
Sometimes I wonder, did I make a mistake
When I brought you to the South
Gonna send you back to Walker
Girl, that's where you belong
Since you been got in the big city
Well, you been startin' treatin' me wrong
Your mama and your daddy done told me, baby
Not to bring you to the South
I brought you to the city
And the bright lights knocked you out
I'm gonna send you back to Walker
Girl, that's where you belong, I know
Since you been got in the big city
Well, you been startin' treatin' me wrong
Your mama and your daddy done told me, baby
Not to bring you to the South
I brought you from the city
And the bright lights knocked you out
I'm gonna send you back to Walker
Girl, that's where you belong, I know, baby
Since you been got in the big city
Well, you been startin' treatin' me wrong
I know you been treatin' me wrong
Ah, so long
I'm gonna send you back where you belong
All right, all right
Put you down
Send you back home
Goodbye",202,-0.01300705467372134,0.4033509700176367
656,172186,All Through The Night,1983,Cyndi Lauper,Rock,"All through the night
I'll be awake and I'll be with you
All through the night
This precious time when time is new
Oh, all through the night today
Knowing that we feel the same without saying
We have no past, we won't reach back
Keep with me forward all through the night
And once we start the meter clicks
And it goes running all through the night
Until it ends, there is no end
All through the night
Stray cat is crying so stray cat sings back
All through the night
They have forgotten what by day they lack
Oh under those white street lamps
There is a little chance they may see
We have no past, we won't reach back
Keep with me forward all through the night
And once we start the meter clicks
And it goes running all through the night
Until it ends, there is no end
Oh the sleep in your eyes is enough
Let me be there let me stay there awhile
We have no past, we won't reach back
Keep with me forward all through the night
And once we start the meter clicks
And it goes running all through the night
Until it ends there is no end
Keep with me forward all through the night
And once we start the meter clicks
And it goes running all through the night
Until it ends there is no end",237,0.04456168831168831,0.2806818181818182
657,3506,Reach Out,1983,George Duke,Jazz,"I've got a perfect situation
And I'm so lucky that I feel the way I do, girl
I've got no heavy complications
You keep my love from coming straight to you
Oh you are smiling with another
Your eyes keep telling me you just don't care
If we could talk just for a minute
I get your number and we go from there
Oh you (girl) are on my mind (on my mind)
And I love to make you mine (I'll make you mine)
Reach your heart and soul to me (on my mind)
Turn your love to ecstasy (baby love, baby love)
Oh you (girl) are on my mind (on my mind)
And I love to make you mine (I'll make you mine)
Reach your heart and soul to me (on my mind)
Turn your love to ecstasy (baby love, baby love)
I caught your eye just for a moment
And now you know the way I feel about you, girl
You keep on seeking my attention
I think I see what you were planning to do
With some excuse you leave the table
You want to meet me near the powder room, yeah
I follow you without his notice
You touch my hand and slip your number to me
Oh you (girl) are on my mind (on my mind)
And I love to make you mine (I'll make you mine)
Reach your heart (girl) and soul to me (on my mind)
Turn your love to ecstasy (baby, baby, baby, baby)
Reach out your hands to me
And our love for sure will be (baby love, baby love)
Reach out (reach out) your heart to me (reach your baby)
Turn your love to ecstasy
Oh you are on my mind
And I love to make you mine
Reach your heart and soul to me
Turn your love to ecstasy (baby, baby, baby, baby)
Reach out your hands to me
And our love will surely be (baby love, baby love)
Reach out your heart to me (reach out baby)
Turn your love to ecstasy (baby, baby)
Reach out your heart to me
Turn your love to ecstasy
Reach out your hands to me
And our love will surely be
Reach out",371,0.4588541666666667,0.6140625000000001
